"","code","sections","college","sub_college","abbr","no","title","student","A","tgp","avg"
"5143","JSIS C 337",1,NA,NA,"JSIS C",337,"HOLOCAUST & AMERICA",22,4,79.2,3.6
"5144","JSIS C 354",2,NA,NA,"JSIS C",354,"BUDDHISM",81,14,223.3,2.75679012345679
"5145","JSIS C 380",2,NA,NA,"JSIS C",380,"THEORIES STDY RELIG",38,17,131.6,3.46315789473684
"5146","JSIS C 403",1,"College of Arts and Sciences","Social Sciences","JSIS C",403,"MIGRATION & CITZEN",20,10,68,3.4
"5147","JSIS C 408",1,"College of Arts and Sciences","Social Sciences","JSIS C",408,"EARLY CHURCH",15,4,49.5,3.3
"5148","JSIS C 445",2,NA,NA,"JSIS C",445,"GRK & ROM RELIGION",43,9,139.6,3.24651162790698
"5149","JSIS C 451",1,NA,NA,"JSIS C",451,"BIBL SONG OF SONGS",20,15,74,3.7
"5150","JSIS C 466",1,NA,NA,"JSIS C",466,"SEPHARDIC DIASPORA",20,11,72,3.6
"5151","JSIS C 502",1,NA,NA,"JSIS C",502,"RELIG IN COMP PERSP",15,8,55.5,3.7
"5152","JSIS E 101",3,NA,NA,"JSIS E",101,"ELEMENTARY KHMER",51,48,198.9,3.9
"5153","JSIS E 111",8,NA,NA,"JSIS E",111,"ELEM MODERN GREEK",269,74,913.3,3.39516728624535
"5154","JSIS E 113",1,NA,NA,"JSIS E",113,"ELEM MODERN GREEK",20,10,74,3.7
"5155","KOREAN 101",19,"College of Arts and Sciences","Humanities","KOREAN",101,"1ST YR KOR-NH",954,162,3199.1,3.35335429769392
"5156","KOREAN 102",19,NA,NA,"KOREAN",102,"1ST YR KOR-NH",793,143,2651,3.34300126103405
"5157","KOREAN 103",19,NA,NA,"KOREAN",103,"1ST YR KOR-NH",701,137,2332.8,3.32781740370899
"5158","KOREAN 134",18,NA,NA,"KOREAN",134,"1ST YR INTNSV KOREAN",369,122,1251,3.39024390243902
"5159","KOREAN 135",4,"College of Arts and Sciences","Humanities","KOREAN",135,"ELEM KOR HERITAGE",83,24,283.6,3.41686746987952
"5160","KOREAN 201",14,"College of Arts and Sciences","Humanities","KOREAN",201,"2ND YR KOR-NH",418,123,1451.1,3.47153110047847
"5161","KOREAN 202",12,NA,NA,"KOREAN",202,"2ND YR KOR-NH",293,66,990.6,3.38088737201365
"5162","KOREAN 203",11,NA,NA,"KOREAN",203,"2ND YR KOR-NH",238,77,831.6,3.49411764705882
"5163","KOREAN 211",3,NA,NA,"KOREAN",211,"2ND YR KOREAN-HER",46,8,161,3.5
"5164","KOREAN 301",10,NA,NA,"KOREAN",301,"FIRST-YEAR KOREAN",213,71,725.1,3.40422535211268
"5165","KOREAN 302",3,NA,NA,"KOREAN",302,"FIRST-YEAR KOREAN",63,15,208.5,3.30952380952381
"5166","KOREAN 303",5,NA,NA,"KOREAN",303,"FIRST-YEAR KOREAN",99,20,321.6,3.24848484848485
"5167","KOREAN 305",1,NA,NA,"KOREAN",305,"YR 1 KOREAN HERITAGE",20,4,68,3.4
"5168","KOREAN 311",1,NA,NA,"KOREAN",311,"SECOND-YEAR KOREAN",20,7,68,3.4
"5169","KOREAN 312",1,NA,NA,"KOREAN",312,"SECOND-YEAR KOREAN",16,7,54.4,3.4
"5170","KOREAN 313",1,NA,NA,"KOREAN",313,"SECOND-YEAR KOREAN",16,5,56,3.5
"5171","KOREAN 360",3,"College of Arts and Sciences","Humanities","KOREAN",360,"KOR LIT & CULTURE",63,19,215.8,3.42539682539683
"5172","KOREAN 365",1,NA,NA,"KOREAN",365,"KOREAN POP CULTURE",30,8,111,3.7
"5173","KOREAN 411",1,NA,NA,"KOREAN",411,"RDGS CONTEMP KOREAN",24,7,81.6,3.4
"5174","KOREAN 413",1,NA,NA,"KOREAN",413,"RDGS CONTEMP KOREAN",18,6,64.8,3.6
"5175","KOREAN 415",2,NA,NA,"KOREAN",415,"SOCIAL SCI LIT",37,9,127.8,3.45405405405405
"5176","KOREAN 416",1,NA,NA,"KOREAN",416,"KOREAN LITERATURE",17,4,57.8,3.4
"5177","KOREAN 417",1,NA,NA,"KOREAN",417,"RDGS KOR JOURNALS",16,5,56,3.5
"5178","KOREAN 435",1,NA,NA,"KOREAN",435,"MOD KOR LIT/CULTURE",16,4,51.2,3.2
"5179","L ARCH 212",11,"College of Built Environments","College of Built Environments","L ARCH",212,"DESGNING THE FUTURE",810,227,2842.8,3.50962962962963
"5180","L ARCH 300",18,NA,NA,"L ARCH",300,"INTRO LA DESIGN",467,43,1627.7,3.48543897216274
"5181","L ARCH 301",25,NA,NA,"L ARCH",301,"DESIGN FOUNDATION",528,68,1878.2,3.55719696969697
"5182","L ARCH 302",15,"College of Built Environments","College of Built Environments","L ARCH",302,"SITE DSGN URB CNTXT",345,50,1217,3.52753623188406
"5183","L ARCH 303",17,NA,NA,"L ARCH",303,"NATRL PROCS DESIGN",401,4,1336.1,3.33192019950125
"5184","L ARCH 322",6,NA,NA,"L ARCH",322,"INTRO TO PLNTG DES",483,71,1654.3,3.42505175983437
"5185","L ARCH 331",9,NA,NA,"L ARCH",331,"LANDSCAPE CONSTRCTN",306,50,1048,3.42483660130719
"5186","L ARCH 332",11,NA,NA,"L ARCH",332,"LANDSCAPE CONSTRCTN",332,25,1177.6,3.54698795180723
"5187","L ARCH 341",14,NA,NA,"L ARCH",341,"SITE PLANNING",480,52,1690.7,3.52229166666667
"5188","L ARCH 352",12,NA,NA,"L ARCH",352,"HISTORY OF L ARC",557,78,1760.8,3.16122082585278
"5189","L ARCH 353",14,NA,NA,"L ARCH",353,"HIST MOD LAND ARCH",682,106,2120.4,3.10909090909091
"5190","L ARCH 361",13,NA,NA,"L ARCH",361,"EXPERIENCE PLACE",792,89,2758.2,3.48257575757576
"5191","L ARCH 362",4,NA,NA,"L ARCH",362,"URBAN LANDSCAPE",155,9,528.6,3.41032258064516
"5192","L ARCH 363",9,NA,NA,"L ARCH",363,"ECO DESIGN & PLAN",334,33,1140.6,3.41497005988024
"5193","L ARCH 402",2,NA,NA,"L ARCH",402,"NEIGHBORHOOD DESIGN",35,10,131.2,3.74857142857143
"5194","L ARCH 403",3,NA,NA,"L ARCH",403,"CULTURAL LANDSCAPE",51,1,175.1,3.43333333333333
"5195","L ARCH 424",6,"College of Built Environments","College of Built Environments","L ARCH",424,"ADV PLNTG DES SEM",151,7,571.7,3.78609271523179
"5196","L ARCH 432",7,NA,NA,"L ARCH",432,"URB SOILS HYDRLGY",276,23,949.1,3.43876811594203
"5197","L ARCH 433",16,NA,NA,"L ARCH",433,"LG SCALE SITE CONST",511,115,1782.1,3.48747553816047
"5198","L ARCH 441",12,NA,NA,"L ARCH",441,"CAD L ARCH",358,30,1206.4,3.36983240223464
"5199","L ARCH 450",1,NA,NA,"L ARCH",450,"HST ENV DES PAC NW",35,2,112,3.2
"5200","L ARCH 452",1,NA,NA,"L ARCH",452,"HIST URBAN LNDSCAPE",55,19,187,3.4
"5201","L ARCH 473",9,NA,NA,"L ARCH",473,"PROFESSIONAL PRACT",287,49,1003.6,3.49686411149826
"5202","L ARCH 474",7,"College of Built Environments","College of Built Environments","L ARCH",474,"ADV DESIGN STUDIO",124,17,442.5,3.56854838709677
"5203","L ARCH 475",7,"College of Built Environments","College of Built Environments","L ARCH",475,"ADVANCED PROJ DSGN",126,29,435,3.45238095238095
"5204","L ARCH 498",8,NA,NA,"L ARCH",498,"SPECIAL PROJECTS",182,29,640.1,3.51703296703297
"5205","L ARCH 504",2,NA,NA,"L ARCH",504,"LANDSCAPE URBANISM",37,4,134.9,3.64594594594595
"5206","L ARCH 552",2,"College of Built Environments","College of Built Environments","L ARCH",552,"HISTORY OF L ARCH",30,0,102,3.4
"5207","L ARCH 553",7,"College of Built Environments","College of Built Environments","L ARCH",553,"HIST MDRN LSCPE ARC",165,41,587.1,3.55818181818182
"5208","L ARCH 561",11,"College of Built Environments","College of Built Environments","L ARCH",561,"HUM EXP OF PLACE",275,28,982.1,3.57127272727273
"5209","L ARCH 563",3,"College of Built Environments","College of Built Environments","L ARCH",563,"ECO DESIGN & PLAN",56,3,190.4,3.4
"5210","L ARCH 564",1,"College of Built Environments","College of Built Environments","L ARCH",564,"SUST URB LANDSCAPE",16,8,60.8,3.8
"5211","L ARCH 570",10,"College of Built Environments","College of Built Environments","L ARCH",570,"SCHOLARSHIP/INQUIRY",218,54,795.3,3.64816513761468
"5212","L ARCH 571",4,"College of Built Environments","College of Built Environments","L ARCH",571,"SEMINAR L ARC RSCH",84,42,308.1,3.66785714285714
"5213","L ARCH 598",5,NA,NA,"L ARCH",598,"SPECIAL TOPICS",85,25,314.8,3.70352941176471
"5214","LAB M 301",1,NA,NA,"LAB M",301,"INTR MED LAB SCI",30,24,114,3.8
"5215","LAB M 302",2,NA,NA,"LAB M",302,"INTR MED LAB SCI LB",30,28,115.5,3.85
"5216","LAB M 321",2,NA,NA,"LAB M",321,"MD TCH-INT CL HEMAT",59,0,165.2,2.8
"5217","LAB M 322",2,NA,NA,"LAB M",322,"MD TCH-INT CL CHEM",59,14,197.5,3.34745762711864
"5218","LAB M 418",8,NA,NA,"LAB M",418,"TPCS IN CLINCL CHEM",220,50,759,3.45
"5219","LAB M 419",9,NA,NA,"LAB M",419,"CLIN COAG",234,64,828.8,3.54188034188034
"5220","LAB M 420",9,NA,NA,"LAB M",420,"LAB ANLYS BODY FLUID",238,60,824.4,3.46386554621849
"5221","LAB M 421",8,NA,NA,"LAB M",421,"MED MICROBIOLOGY",215,84,773.4,3.59720930232558
"5222","LAB M 423",3,NA,NA,"LAB M",423,"CLINICAL CHEMISTRY",53,17,193.8,3.65660377358491
"5223","LAB M 424",3,NA,NA,"LAB M",424,"CLIN MICROBIOLOGY",52,23,189.3,3.64038461538462
"5224","LAB M 425",3,NA,NA,"LAB M",425,"CLINICAL HEMATOLOGY",52,45,197.4,3.79615384615385
"5225","LAB M 426",10,NA,NA,"LAB M",426,"CL IMMUNOHEMATOLOGY",260,92,934.4,3.59384615384615
"5226","LAB M 428",7,NA,NA,"LAB M",428,"CLINICL BIOCHEM MLS",202,72,702.9,3.47970297029703
"5227","LAB M 429",6,NA,NA,"LAB M",429,"FOUNDATIONS MLS",173,113,645.8,3.73294797687861
"5228","LAB M 430",6,NA,NA,"LAB M",430,"MD TCH-INT CL HEMAT",167,70,603.9,3.61616766467066
"5229","LAB M 431",1,NA,NA,"LAB M",431,"IMMUNOCHEM ROTATION",30,12,108,3.6
"5230","LAB M 432",1,NA,NA,"LAB M",432,"PHLEBOTOMY ROTATION",30,26,114,3.8
"5231","LAB M 433",1,NA,NA,"LAB M",433,"ENRICHMENT ROTATION",29,8,101.5,3.5
"5232","LAB M 434",6,NA,NA,"LAB M",434,"VIROLOGY LAB",161,75,576.1,3.57826086956522
"5233","LAB M 435",4,NA,NA,"LAB M",435,"MOLECULAR DIAG",113,24,389.6,3.44778761061947
"5234","LATIN 101",24,NA,NA,"LATIN",101,"ELEMENTARY LATIN",594,296,2065.8,3.47777777777778
"5235","LATIN 102",10,NA,NA,"LATIN",102,"ELEMENTARY LATIN",191,97,671.6,3.51623036649215
"5236","LATIN 103",14,NA,NA,"LATIN",103,"ELEMENTARY LATIN",255,120,886.8,3.47764705882353
"5237","LATIN 300",2,"College of Arts and Sciences","Humanities","LATIN",300,"LATIN LANG ACCELRTD",30,24,117,3.9
"5238","LATIN 305",5,NA,NA,"LATIN",305,"INTROD LAT LIT",86,39,295.1,3.43139534883721
"5239","LATIN 306",2,NA,NA,"LATIN",306,"CICERO & OVID",47,22,167,3.5531914893617
"5240","LATIN 307",3,NA,NA,"LATIN",307,"VERGIL",52,29,187.2,3.6
"5241","LATIN 412",1,"College of Arts and Sciences","Humanities","LATIN",412,"LUCRETIUS",17,14,66.3,3.9
"5242","LATIN 422",1,NA,NA,"LATIN",422,"LIVY",18,5,59.4,3.3
"5243","LATIN 447",1,"College of Arts and Sciences","Humanities","LATIN",447,"ROMAN LYRIC",18,9,66.6,3.7
"5244","LATIN 449",1,NA,NA,"LATIN",449,"ROMAN ELEGY",15,12,57,3.8
"5245","LATIN 451",1,NA,NA,"LATIN",451,"ROMAN SATIRE",17,6,57.8,3.4
"5246","LATIN 508",1,NA,NA,"LATIN",508,"SILVER LATIN LIT",16,16,64,4
"5247","LAW 100",16,"School of Law","School of Law","LAW",100,"INTRO AMERICAN LAW",776,162,2695.1,3.47306701030928
"5248","LAW 305",2,NA,NA,"LAW",305,"GLOBAL HLTH JUSTICE",59,13,203.1,3.44237288135593
"5249","LAW 310",4,NA,NA,"LAW",310,"LAW SCIENCE & TECH",106,12,335,3.16037735849057
"5250","LAW A 501",8,NA,NA,"LAW A",501,"CONTRACTS",179,36,618.2,3.4536312849162
"5251","LAW A 502",10,NA,NA,"LAW A",502,"CIVIL PROCEDURE I",242,64,821.7,3.39545454545455
"5252","LAW A 504",8,NA,NA,"LAW A",504,"TORTS",146,30,512.8,3.51232876712329
"5253","LAW A 507",6,"School of Law","School of Law","LAW A",507,"CON LAW I",149,20,497.2,3.33691275167785
"5254","LAW A 523",2,"School of Law","School of Law","LAW A",523,"REAL ESTATE TRANS",31,4,99.3,3.20322580645161
"5255","LAW A 590",3,NA,NA,"LAW A",590,"CON LAW: EP",65,10,222.8,3.42769230769231
"5256","LAW A 599",1,"School of Law","School of Law","LAW A",599,"LEGAL RSRCH MTHDS",20,4,70,3.5
"5257","LAW B 500",4,"School of Law","School of Law","LAW B",500,"CIVIL PROCEDURE II",106,38,392.2,3.7
"5258","LAW B 510",1,"School of Law","School of Law","LAW B",510,"PROBS PROF RESPONS",17,0,52.7,3.1
"5259","LAW B 541",1,NA,NA,"LAW B",541,"CHINESE LAW",16,6,59.2,3.7
"5260","LAW B 550",17,NA,NA,"LAW B",550,"LEGAL ANLYS & RSRCH",366,111,1339,3.65846994535519
"5261","LAW B 551",10,NA,NA,"LAW B",551,"COMP LAW SEM",263,107,976.8,3.71406844106464
"5262","LAW B 557",16,NA,NA,"LAW B",557,"GRAD WRITING SEM",541,274,2021.6,3.73678373382625
"5263","LAW B 561",1,"School of Law","School of Law","LAW B",561,"INTL LAW OF SEA",16,3,56,3.5
"5264","LAW B 578",6,NA,NA,"LAW B",578,"PROBS ECON DEV SEM",127,27,462.9,3.64488188976378
"5265","LAW B 579",6,"School of Law","School of Law","LAW B",579,"LAW AND DEVELOPMENT",121,16,423.4,3.49917355371901
"5266","LAW B 599",4,"School of Law","School of Law","LAW B",599,"SPECIAL TOPICS",80,10,276.4,3.455
"5267","LAW E 501",1,NA,NA,"LAW E",501,"INTL BANKING LAW",15,6,54,3.6
"5268","LAW E 512",1,"School of Law","School of Law","LAW E",512,"RULE OF LAW",17,3,59.5,3.5
"5269","LAW E 513",6,NA,NA,"LAW E",513,"COMATTNG CORRUPTN",104,22,384.8,3.7
"5270","LAW E 526",1,NA,NA,"LAW E",526,"LAW REF TRANS ECON",20,2,66,3.3
"5271","LAW E 544",2,"School of Law","School of Law","LAW E",544,"PRIVACY LAW",32,0,99.2,3.1
"5272","LAW E 548",1,NA,NA,"LAW E",548,"LIT STRAT TECH PROT",20,3,66,3.3
"5273","LAW E 578",2,NA,NA,"LAW E",578,"LLM EARLY BAR PREP",49,0,166.6,3.4
"5274","LAW E 589",3,NA,NA,"LAW E",589,"IP INNOV SCI TECH",86,42,326.8,3.8
"5275","LAW P 501",15,NA,NA,"LAW P",501,"IP LAW CORE",383,20,1277.5,3.3355091383812
"5276","LAW P 502",1,"School of Law","School of Law","LAW P",502,"TRADEMARK/SECRET",17,0,54.4,3.2
"5277","LAW P 503",6,NA,NA,"LAW P",503,"INTRO IP LGL SKILLS",148,44,543.2,3.67027027027027
"5278","LAW P 505",1,NA,NA,"LAW P",505,"INTL IP LAW",27,4,94.5,3.5
"5279","LAW P 508",1,"School of Law","School of Law","LAW P",508,"PATENT LAW",16,2,52.8,3.3
"5280","LAW P 510",12,NA,NA,"LAW P",510,"SEM IP LAW & POLICY",290,87,1068.8,3.68551724137931
"5281","LAW P 522",1,NA,NA,"LAW P",522,"ADV COPYRIGHT LAW",22,4,77,3.5
"5282","LAW P 525",1,NA,NA,"LAW P",525,"IP LAW SEMINAR",39,8,128.7,3.3
"5283","LAW P 535",2,NA,NA,"LAW P",535,"ENTERTAINMENT LAW",32,7,111.8,3.49375
"5284","LAW P 545",3,"School of Law","School of Law","LAW P",545,"ADV PATENT LAW SEM",47,10,173.9,3.7
"5285","LAW P 546",1,NA,NA,"LAW P",546,"ADV TRADEMARK LAW",21,2,77.7,3.7
"5286","LAW P 547",1,"School of Law","School of Law","LAW P",547,"LEG PROT COMP SOFTW",16,4,56,3.5
"5287","LAW P 548",3,NA,NA,"LAW P",548,"LIT STRAT TECH PROT",50,2,168.3,3.366
"5288","LAW P 552",1,"School of Law","School of Law","LAW P",552,"STRATEGIC IP COMM",15,1,52.5,3.5
"5289","LAW P 589",6,NA,NA,"LAW P",589,"IP INNOV SCI TECH",142,18,482.7,3.39929577464789
"5290","LAW T 501",7,NA,NA,"LAW T",501,"CORPS & SHRHLDRS TX",204,23,694,3.40196078431373
"5291","LAW T 502",6,NA,NA,"LAW T",502,"FED TX CONTR & PROC",193,22,669.7,3.4699481865285
"5292","LAW T 503",5,NA,NA,"LAW T",503,"PROBLEMS OF TIMING",188,27,656.9,3.49414893617021
"5293","LAW T 504",8,NA,NA,"LAW T",504,"PROP DISP & TRANS",234,35,807.4,3.45042735042735
"5294","LAW T 510",7,NA,NA,"LAW T",510,"ESTATE & GIFT TAX",225,35,776.8,3.45244444444444
"5295","LAW T 511",8,NA,NA,"LAW T",511,"PARTNERSHIP TAX",258,35,888.5,3.4437984496124
"5296","LAW T 513",6,NA,NA,"LAW T",513,"ESTATE PLANNING",135,13,465.2,3.44592592592593
"5297","LAW T 514",1,NA,NA,"LAW T",514,"DRAFT EST PLNG DOCS",15,2,54,3.6
"5298","LAW T 515",6,NA,NA,"LAW T",515,"INTL TAXATION I",156,15,522.1,3.34679487179487
"5299","LAW T 516",5,NA,NA,"LAW T",516,"INTL TAXATION II",100,13,343.6,3.436
"5300","LAW T 518",1,"School of Law","School of Law","LAW T",518,"TAX OF S CORPS",17,0,56.1,3.3
"5301","LAW T 521",2,NA,NA,"LAW T",521,"COMP & BENEFITS I",48,4,166.8,3.475
"5302","LAW T 525",6,NA,NA,"LAW T",525,"ADVISE PRVT BUSINSS",154,3,554.4,3.6
"5303","LAW T 530",5,NA,NA,"LAW T",530,"CORP REORG & ACQUI",108,8,357.5,3.31018518518519
"5304","LAW T 532",2,NA,NA,"LAW T",532,"ESTATE & TRUSTS TAX",36,3,122.4,3.4
"5305","LAW T 533",1,NA,NA,"LAW T",533,"TAX CRIMES",18,11,68.4,3.8
"5306","LAW T 534",3,NA,NA,"LAW T",534,"STATE & LOCAL TAX",49,4,168.5,3.43877551020408
"5307","LAW T 540",1,NA,NA,"LAW T",540,"FEDERAL TAX RESRCH",15,0,52.5,3.5
"5308","LEDE 510",9,NA,NA,"LEDE",510,"PERSONAL LEAD SCH",148,96,564,3.81081081081081
"5309","LEDE 520",5,NA,NA,"LEDE",520,"LEAD CURR & TEACH",80,32,294.1,3.67625
"5310","LEDE 530",12,NA,NA,"LEDE",530,"LEAD SCH PUB INST",198,110,748.8,3.78181818181818
"5311","LEDE 540",10,NA,NA,"LEDE",540,"LEAD SCH RENEW ORGS",165,104,631.8,3.82909090909091
"5312","LEDE 550",14,NA,NA,"LEDE",550,"LEAD INCL SCHO COMM",230,153,883.2,3.84
"5313","LEDE 560",3,NA,NA,"LEDE",560,"LEAD STUDENT SVCS",49,14,176.4,3.6
"5314","LING 100",22,NA,NA,"LING",100,"FUND OF GRAMMAR",2881,660,8599,2.98472752516487
"5315","LING 200",50,NA,NA,"LING",200,"INTRO LING THOUGHT",6391,1303,18292.7,2.86225942731967
"5316","LING 203",7,NA,NA,"LING",203,"INTRO TO ANTH LING",242,21,700.8,2.89586776859504
"5317","LING 220",4,NA,NA,"LING",220,"ORIG GERMANIC LANGS",82,58,306.2,3.73414634146341
"5318","LING 233",12,NA,NA,"LING",233,"LANGUAGE & SOCIETY",1375,216,3919.3,2.8504
"5319","LING 234",8,NA,NA,"LING",234,"LANG & DIVERSITY",287,167,1022.4,3.56236933797909
"5320","LING 242",2,"College of Arts and Sciences","Humanities","LING",242,"INTRO TO MEANING",47,19,157.5,3.35106382978723
"5321","LING 269",7,"College of Arts and Sciences","Humanities","LING",269,"SWEARNG & TABOO LANG",695,363,2462.4,3.54302158273381
"5322","LING 400",18,NA,NA,"LING",400,"SUR LING MTHD & THY",529,140,1653.2,3.12514177693762
"5323","LING 403",8,NA,NA,"LING",403,"STRUC OF ASL",195,47,627.5,3.21794871794872
"5324","LING 410",2,NA,NA,"LING",410,"HIST LING",45,15,138,3.06666666666667
"5325","LING 415",1,"College of Arts and Sciences","Humanities","LING",415,"HIST GERMAN LANG",15,12,58.5,3.9
"5326","LING 430",6,NA,NA,"LING",430,"PIDGIN/CREOLE LANGS",140,82,496.1,3.54357142857143
"5327","LING 432",17,NA,NA,"LING",432,"SOCIOLINGUISTICS I",362,127,1196.7,3.30580110497238
"5328","LING 441",2,"College of Arts and Sciences","Humanities","LING",441,"LANG PROCESSING 1",39,19,130.8,3.35384615384615
"5329","LING 442",3,"College of Arts and Sciences","Humanities","LING",442,"SEMANTICS I",65,23,221.2,3.40307692307692
"5330","LING 447",5,NA,NA,"LING",447,"PSYCH OF LANGUAGE",92,30,307.1,3.33804347826087
"5331","LING 449",7,NA,NA,"LING",449,"SECOND-LANG LRNG",140,50,485.4,3.46714285714286
"5332","LING 450",27,NA,NA,"LING",450,"INTRO LING PHONET",732,185,2239.1,3.05887978142077
"5333","LING 451",17,NA,NA,"LING",451,"PHONOLOGY I",405,110,1203.1,2.97061728395062
"5334","LING 454",3,NA,NA,"LING",454,"METHODS COMPAR LING",70,17,224,3.2
"5335","LING 461",19,NA,NA,"LING",461,"SYNTAX I",572,203,1781.8,3.11503496503496
"5336","LING 462",16,NA,NA,"LING",462,"SYNTAX II",406,143,1299,3.19950738916256
"5337","LING 464",1,NA,NA,"LING",464,"LANGUAGE POLITICS",15,6,52.5,3.5
"5338","LING 470",1,NA,NA,"LING",470,"DISCOURSE:TALK/TEXT",21,3,67.2,3.2
"5339","LING 472",3,"College of Arts and Sciences","Humanities","LING",472,"INTR TO COMPUT LING",54,22,183.6,3.4
"5340","LING 473",1,"College of Arts and Sciences","Humanities","LING",473,"COMP LING BASICS",17,12,66.3,3.9
"5341","LING 478",2,"College of Arts and Sciences","Humanities","LING",478,"SEMANTICS I",35,15,118,3.37142857142857
"5342","LING 481",1,NA,NA,"LING",481,"INTRO TO MORPHOLOGY",19,9,68.4,3.6
"5343","LING 550",3,NA,NA,"LING",550,"INTRO LING PHONET",56,20,185.6,3.31428571428571
"5344","LING 566",14,NA,NA,"LING",566,"SYNTAX COMPUT LING",265,100,909.1,3.43056603773585
"5345","LING 570",9,NA,NA,"LING",570,"SHALLW PROC FOR NLP",171,111,647.6,3.78713450292398
"5346","LING 571",9,NA,NA,"LING",571,"DEEP PROC FOR NLP",164,143,630.6,3.84512195121951
"5347","LING 572",7,NA,NA,"LING",572,"ADVANCED STAT NLP",134,102,513.4,3.83134328358209
"5348","LING 573",7,NA,NA,"LING",573,"NLP SYSTEMS/APPS",137,112,527.7,3.85182481751825
"5349","LING 575",1,NA,NA,"LING",575,"COMPUT LING TOPICS",18,15,70.2,3.9
"5350","LIS 501",7,NA,NA,"LIS",501,"HISTRY & FOUND LIBR",171,61,611.1,3.57368421052632
"5351","LIS 505",8,NA,NA,"LIS",505,"ARCHIVAL SERVICES",225,95,837.8,3.72355555555556
"5352","LIS 507",4,NA,NA,"LIS",507,"PRES CONS LIBR MAT",77,42,281.9,3.66103896103896
"5353","LIS 508",3,NA,NA,"LIS",508,"HISTORY REC INFO",79,50,298,3.77215189873418
"5354","LIS 510",39,NA,NA,"LIS",510,"INFO BEHAVIOR",1459,891,5529.8,3.79013022618232
"5355","LIS 511",1,"Information School","Information School","LIS",511,"INTRO PROGRAMMING",18,17,70.2,3.9
"5356","LIS 516",4,NA,NA,"LIS",516,"DGTL AGE YOUTH DEV",127,81,480.1,3.78031496062992
"5357","LIS 520",56,NA,NA,"LIS",520,"INFO RES SER & COL",2034,611,7291.3,3.58470993117011
"5358","LIS 521",10,NA,NA,"LIS",521,"PRIN OF INFO SERV",246,100,915.1,3.71991869918699
"5359","LIS 522",19,NA,NA,"LIS",522,"COLLECTION DEVELOP",555,250,2018.7,3.6372972972973
"5360","LIS 527",4,"Information School","Information School","LIS",527,"BUSINESS INF RESRS",75,22,260.8,3.47733333333333
"5361","LIS 528",1,NA,NA,"LIS",528,"HLTH SCI INFO",19,7,68.4,3.6
"5362","LIS 529",1,NA,NA,"LIS",529,"DIG HUMANITIES LIB",33,24,128.7,3.9
"5363","LIS 530",50,NA,NA,"LIS",530,"ORG OF INFO & RES",1830,635,6664.5,3.64180327868852
"5364","LIS 531",28,NA,NA,"LIS",531,"CATALOGING",717,217,2574.1,3.59009762900976
"5365","LIS 533",1,NA,NA,"LIS",533,"ADV CAT & CLASSIF",17,4,61.2,3.6
"5366","LIS 534",3,NA,NA,"LIS",534,"INDIGENOUS SYS KNOW",72,42,265.5,3.6875
"5367","LIS 539",1,"Information School","Information School","LIS",539,"METADATA DESIGN",19,17,74.1,3.9
"5368","LIS 542",1,"Information School","Information School","LIS",542,"INFO STRUCTURES XML",15,6,52.5,3.5
"5369","LIS 547",2,NA,NA,"LIS",547,"D METHODS FOR LIBR",74,32,281.4,3.8027027027027
"5370","LIS 550",41,NA,NA,"LIS",550,"INFO IN SOC CONTEXT",1414,686,5234,3.7015558698727
"5371","LIS 556",1,NA,NA,"LIS",556,"INFO OWNERSHIP",26,24,101.4,3.9
"5372","LIS 560",48,NA,NA,"LIS",560,"INSTR FOR INFO PROF",1396,1062,5327.1,3.81597421203438
"5373","LIS 561",8,NA,NA,"LIS",561,"STORYTLNG ART TCHNQ",181,83,678.2,3.74696132596685
"5374","LIS 564",5,"Information School","Information School","LIS",564,"MLTICULTR RES YOUTH",128,90,480.8,3.75625
"5375","LIS 565",9,NA,NA,"LIS",565,"CHILD MAT-EVAL USE",220,134,817,3.71363636363636
"5376","LIS 566",7,NA,NA,"LIS",566,"YOUNG ADULT MAT",166,69,619.7,3.73313253012048
"5377","LIS 567",3,NA,NA,"LIS",567,"PUB LIBR SERV-YOUTH",68,64,267,3.92647058823529
"5378","LIS 568",11,NA,NA,"LIS",568,"INFO LIT FOR LEARN",236,205,916.2,3.88220338983051
"5379","LIS 569",1,"Information School","Information School","LIS",569,"SPEC TOP INST TRAIN",17,5,61.2,3.6
"5380","LIS 570",67,NA,NA,"LIS",570,"RESEARCH METHODS",2402,1315,8995.7,3.74508742714405
"5381","LIS 572",2,"Information School","Information School","LIS",572,"INTRO DATA SCI",40,36,156,3.9
"5382","LIS 580",41,NA,NA,"LIS",580,"MGMT OF INFO ORGS",1301,698,4878.4,3.74973097617218
"5383","LIS 581",2,"Information School","Information School","LIS",581,"MKT & PLAN FOR LIB",61,25,219.6,3.6
"5384","LIS 583",1,"Information School","Information School","LIS",583,"CROSS CLTR APP LEAD",20,20,80,4
"5385","LIS 584",6,"Information School","Information School","LIS",584,"KNOWLEDGE MGMT",146,85,549.6,3.76438356164384
"5386","LIS 585",3,"Information School","Information School","LIS",585,"ADM SCH LIBMED PROG",60,48,232.4,3.87333333333333
"5387","LIS 586",4,NA,NA,"LIS",586,"PUB LIB ADVOCACY",117,44,423.4,3.61880341880342
"5388","LIS 587",9,NA,NA,"LIS",587,"LIB TECH SYSTEMS",177,105,672.9,3.80169491525424
